age,salary,gender,country,num_dependents,home_ownership,employment,marital_status,credit_card,loan_intent,loan_amt,loan_int_rate,loan_status,loan_percent_income,person_cred_hist_length,person_default_on_file
31,596000,F,USA,9,own,employed,single,180031233141073,personal,88000,9,approved,24,25,True
31,438000,M,USA,8,own,unemployed,divorced,30593144357793,business,96000,10,pending,26,6,False
31,698000,F,USA,1,own,unemployed,married,6567569370777936,personal,66000,7,rejected,19,33,False
31,407000,F,USA,7,mortgage,self-employed,widowed,4377645990808205,personal,64000,5,approved,25,3,False
31,207000,F,USA,1,mortgage,unemployed,single,2349122809339185,business,5000,5,pending,16,21,False
31,846000,M,USA,5,own,unemployed,divorced,6011729273387892,personal,52000,3,approved,21,26,False
31,485000,F,USA,0,own,unemployed,divorced,346429405120845,business,39000,7,rejected,21,5,True
31,918000,M,USA,0,rent,unemployed,married,4371206910004643,personal,7000,10,approved,32,21,True
31,28000,F,USA,6,own,self-employed,single,2709840144029732,business,66000,3,approved,38,37,True
31,472000,F,USA,5,own,self-employed,widowed,180003960502199,business,24000,5,approved,11,32,True
31,575000,F,USA,1,mortgage,self-employed,divorced,2714133099681555,personal,95000,3,approved,30,5,False
31,945000,F,USA,8,mortgage,employed,divorced,2290993612807397,personal,50000,8,pending,33,23,False
31,678000,F,USA,7,rent,unemployed,divorced,3556171518370607,business,66000,2,pending,46,43,False
31,841000,M,USA,10,rent,employed,married,379247454442617,business,66000,9,approved,2,22,True
31,437000,M,USA,10,own,employed,single,4900313022368542,business,69000,10,rejected,37,35,False
31,452000,F,USA,2,own,employed,widowed,4973186036516740,personal,36000,5,pending,50,6,True
31,831000,F,USA,9,rent,employed,divorced,2235587162430549,business,32000,5,rejected,16,43,False
31,885000,F,USA,0,own,unemployed,widowed,6011945351520325,business,43000,10,rejected,17,38,True
31,725000,M,USA,0,own,employed,divorced,4083737546537655452,business,1000,5,approved,27,45,True
31,104000,F,USA,2,own,unemployed,divorced,6573976154080860,personal,48000,2,rejected,30,8,True
31,237000,F,USA,9,own,employed,married,630419896414,personal,72000,7,rejected,50,39,True
31,346000,F,USA,4,rent,employed,divorced,4771344125598012971,personal,26000,2,approved,7,26,True
31,111000,M,USA,6,rent,unemployed,married,180021393145923,personal,57000,2,approved,34,24,False
31,638000,M,USA,5,own,self-employed,widowed,344141543084518,business,27000,5,pending,27,14,True
31,318000,F,USA,9,rent,employed,single,2272330501147647,business,61000,8,approved,9,50,False
31,57000,M,USA,5,mortgage,self-employed,married,4053675509678,business,47000,5,approved,44,36,True
31,118000,F,USA,6,own,self-employed,married,213113005586544,business,81000,5,approved,7,9,True
31,645000,M,USA,2,own,unemployed,married,379428547040119,business,44000,8,pending,30,1,False
31,88000,F,USA,1,mortgage,self-employed,single,6011543236683309,business,30000,2,approved,17,50,False
31,909000,F,USA,0,mortgage,self-employed,widowed,4250041171296,personal,57000,8,approved,42,22,True
31,627000,M,USA,3,rent,self-employed,married,3531238657929764,personal,2000,1,pending,7,13,False
31,407000,M,USA,6,rent,employed,married,3567994525463884,business,46000,2,pending,42,50,True
31,759000,M,USA,5,own,unemployed,single,4244223091894440,business,67000,8,approved,18,31,True
31,44000,M,USA,3,mortgage,self-employed,widowed,2702940605533656,business,87000,1,rejected,43,26,True
31,917000,M,USA,9,own,unemployed,widowed,4730528241134,business,73000,2,pending,30,1,False
31,771000,F,USA,4,rent,employed,divorced,2321483425653710,business,12000,3,rejected,37,37,False
31,726000,M,USA,2,mortgage,unemployed,single,340218404870930,business,63000,3,approved,23,34,False
31,694000,M,USA,6,own,employed,divorced,4446485386420,personal,50000,6,pending,48,45,False
31,792000,M,USA,1,own,employed,single,4152169242364,personal,88000,2,pending,39,15,False
31,396000,M,USA,5,own,self-employed,widowed,4679347597897579482,personal,76000,6,approved,9,27,False
31,612000,M,USA,8,own,employed,divorced,6011680963351294,business,21000,2,rejected,24,2,False
31,622000,M,USA,4,rent,employed,widowed,4955640511680,personal,8000,8,pending,40,15,True
31,11000,F,USA,3,rent,self-employed,married,501866881219,business,91000,4,pending,2,22,True
31,472000,F,USA,7,mortgage,self-employed,divorced,561586063621,business,26000,8,pending,17,35,False
31,748000,F,USA,9,rent,unemployed,divorced,6011215099606434,personal,60000,3,approved,19,37,False
31,514000,M,USA,3,rent,self-employed,divorced,4563918149422283,business,39000,5,rejected,48,26,False
31,462000,F,USA,2,mortgage,unemployed,single,30316808960490,personal,39000,10,approved,42,39,True
31,377000,F,USA,9,own,unemployed,single,3527879392886789,personal,68000,9,approved,2,16,False
31,750000,M,USA,4,rent,self-employed,single,5331071148014525,business,7000,5,rejected,48,7,True
31,540000,M,USA,5,own,unemployed,divorced,4142599310876836,personal,48000,9,approved,27,17,True
31,531000,F,USA,0,own,unemployed,single,4858936978052,personal,3000,10,pending,38,5,True
31,701000,M,USA,9,rent,employed,single,4197515987755610,business,87000,5,pending,34,23,True
31,727000,F,USA,7,mortgage,self-employed,single,4487909425351380,business,60000,7,approved,21,50,True
31,338000,M,USA,6,mortgage,self-employed,divorced,587617401787,business,84000,9,approved,6,23,False
31,386000,F,USA,7,rent,self-employed,single,3561187988119962,business,23000,9,rejected,15,18,False
31,893000,M,USA,3,mortgage,employed,divorced,180018853796575,personal,54000,3,approved,7,39,False
31,142000,F,USA,0,own,self-employed,married,3564896190865371,business,96000,4,approved,45,32,True
31,135000,M,USA,10,own,unemployed,divorced,4992566360935227411,business,52000,7,pending,48,15,False
31,972000,F,USA,1,rent,employed,single,180083405952977,business,21000,7,rejected,11,32,True
31,213000,M,USA,2,own,self-employed,single,2235381608274103,personal,65000,7,pending,27,35,True
31,224000,F,USA,1,rent,unemployed,divorced,6599971241983325,business,76000,2,rejected,31,20,True
31,663000,M,USA,1,own,self-employed,divorced,4057284014660413,personal,90000,8,rejected,17,48,False
31,276000,M,USA,5,mortgage,self-employed,divorced,4402454146026369,business,11000,8,approved,35,40,False
31,855000,F,USA,2,rent,self-employed,single,4103531536256978601,personal,98000,3,rejected,48,9,False
31,639000,F,USA,5,rent,unemployed,widowed,30570692065705,personal,89000,3,approved,1,2,False
31,879000,M,USA,5,mortgage,unemployed,married,2411066402022297,personal,45000,9,rejected,35,23,False
31,90000,F,USA,0,rent,unemployed,single,4125815547693369,business,50000,7,pending,50,21,False
31,770000,F,USA,1,rent,self-employed,widowed,6011934018049449,business,52000,3,pending,34,16,False
31,386000,M,USA,8,own,unemployed,married,675939013297,business,37000,7,rejected,43,19,False
31,117000,M,USA,2,rent,employed,single,4063127432229664120,business,76000,10,approved,8,28,False
31,800000,F,USA,3,mortgage,employed,widowed,373526287085552,business,63000,1,approved,35,44,True
31,571000,F,USA,5,rent,unemployed,divorced,340610680059255,personal,47000,3,rejected,23,16,True
31,940000,M,USA,1,rent,unemployed,married,6011290857348008,business,20000,6,pending,41,37,True
31,738000,F,USA,10,own,employed,single,502025154712,business,35000,9,approved,46,34,True
31,924000,M,USA,2,rent,self-employed,widowed,377205973070246,business,63000,1,rejected,10,25,True
31,25000,M,USA,1,rent,unemployed,divorced,4376640631263,business,63000,7,rejected,10,18,False
31,350000,F,USA,9,own,unemployed,divorced,4335775946804011461,personal,84000,2,rejected,47,32,True
31,560000,F,USA,10,mortgage,self-employed,widowed,4278364034928520,personal,58000,7,approved,13,36,True
31,589000,M,USA,3,rent,employed,widowed,3573644328150657,business,92000,6,rejected,21,34,False
31,946000,M,USA,3,mortgage,employed,married,3572468275684570,personal,2000,1,approved,7,24,True
31,578000,M,USA,9,own,unemployed,married,180065685498086,personal,29000,10,rejected,34,12,True
31,900000,M,USA,9,rent,self-employed,married,3543888103642399,personal,92000,8,rejected,24,10,False
31,601000,F,USA,6,rent,employed,divorced,180073144850087,personal,36000,8,approved,43,47,True
31,94000,F,USA,0,rent,unemployed,widowed,6011415979192410,business,87000,9,rejected,12,8,True
31,621000,M,USA,2,rent,employed,divorced,4955976472693455281,personal,70000,4,pending,27,6,True
31,171000,M,USA,5,mortgage,employed,widowed,3558233003943609,personal,44000,2,rejected,47,31,False
31,90000,M,USA,10,own,employed,divorced,2279877861057488,personal,90000,2,pending,10,9,False
31,773000,F,USA,10,own,self-employed,divorced,3515171814474103,business,79000,2,pending,1,7,True
31,546000,F,USA,2,own,self-employed,single,4038482966821801,personal,88000,8,approved,42,40,False
31,777000,F,USA,5,mortgage,self-employed,divorced,4839423461136924,personal,71000,7,pending,40,29,True
31,828000,M,USA,0,rent,employed,single,5547393613946423,personal,95000,9,pending,4,27,True
31,879000,F,USA,3,mortgage,employed,divorced,6578637499346722,personal,88000,9,approved,15,1,True
31,73000,M,USA,6,rent,unemployed,married,4620052730904154846,personal,28000,2,rejected,19,5,False
31,150000,M,USA,7,mortgage,unemployed,divorced,4688789836259683680,business,89000,3,rejected,7,40,False
31,250000,F,USA,6,mortgage,self-employed,single,3544387361805011,personal,63000,9,pending,47,15,True
31,913000,M,USA,2,rent,employed,married,4691647071465,business,49000,5,approved,11,48,True
32,612000,F,USA,7,mortgage,unemployed,divorced,30075767200369,personal,13000,3,approved,9,41,False
32,706000,F,USA,8,rent,self-employed,married,6011074862670790,personal,92000,10,approved,8,20,True
32,837000,F,USA,4,own,unemployed,single,4941176178260743,business,4000,8,pending,49,42,True
32,483000,M,USA,8,own,unemployed,married,30487811908659,business,79000,8,approved,43,50,True
32,670000,M,USA,5,own,self-employed,single,4057031189286541917,personal,28000,10,approved,23,41,True
32,172000,M,USA,7,mortgage,employed,married,4823849822674971,personal,41000,4,rejected,32,11,True
32,514000,M,USA,0,rent,employed,divorced,676104087231,personal,96000,5,rejected,36,46,True
32,737000,M,USA,0,rent,unemployed,divorced,6011013188733866,personal,89000,9,pending,35,27,True
32,972000,F,USA,3,rent,self-employed,divorced,4770211968179692535,personal,31000,6,pending,1,19,True
32,979000,M,USA,0,mortgage,unemployed,single,3558974153871732,business,60000,5,rejected,26,30,False
32,930000,M,USA,5,rent,self-employed,divorced,4944724337782,personal,38000,3,approved,43,34,True
32,906000,M,USA,1,mortgage,unemployed,single,3595200084842294,business,10000,8,approved,6,31,True
32,816000,M,USA,4,mortgage,employed,single,3577548912527871,business,5000,9,rejected,20,16,True
32,19000,F,USA,2,own,unemployed,widowed,5384034685838595,personal,4000,9,rejected,27,1,True
32,519000,F,USA,0,own,self-employed,widowed,3598885249274347,business,48000,1,rejected,34,44,False
32,635000,F,USA,2,rent,unemployed,single,180054518353791,business,82000,6,pending,6,30,True
32,798000,F,USA,10,own,employed,widowed,501809117705,personal,77000,1,rejected,12,50,False
32,822000,F,USA,9,rent,self-employed,single,4951616751534672,business,94000,2,pending,36,27,False
32,628000,F,USA,2,rent,employed,married,3500071242259570,business,69000,8,rejected,19,30,False
32,888000,F,USA,6,rent,unemployed,divorced,4078622855616173,business,95000,4,pending,26,29,True
32,109000,M,USA,6,own,employed,single,4270433654620739,business,79000,5,approved,33,11,False
32,644000,M,USA,2,own,unemployed,married,587584056895,personal,60000,4,pending,15,17,True
32,501000,M,USA,2,mortgage,unemployed,widowed,36396439426867,business,22000,1,pending,12,1,False
32,898000,M,USA,9,rent,self-employed,single,3537273904682837,personal,22000,9,pending,42,46,True
32,581000,F,USA,9,own,unemployed,widowed,3570602364318300,business,61000,8,rejected,42,43,True
32,874000,M,USA,10,mortgage,unemployed,single,3525925565620315,business,34000,2,pending,7,42,False
32,898000,M,USA,0,mortgage,employed,divorced,4593945424117,personal,14000,9,pending,5,21,True
32,981000,M,USA,0,rent,self-employed,widowed,213131403924497,personal,54000,10,pending,7,37,False
32,871000,M,USA,0,mortgage,self-employed,single,3542987874586677,business,91000,3,approved,29,49,False
32,48000,F,USA,2,rent,unemployed,married,213141892879037,business,65000,5,rejected,1,19,False
32,561000,F,USA,8,rent,employed,widowed,348518696564451,business,95000,3,rejected,17,5,False
32,576000,M,USA,4,rent,unemployed,married,3592434553305649,business,29000,2,rejected,33,42,False
32,693000,M,USA,2,rent,unemployed,single,4690660319866063430,business,77000,5,pending,41,14,True
32,602000,M,USA,10,mortgage,self-employed,single,3553339971996860,business,23000,2,approved,38,31,True
32,426000,F,USA,5,rent,self-employed,divorced,4218670086709978433,personal,38000,4,rejected,39,45,False
32,302000,F,USA,9,mortgage,unemployed,widowed,6011186844736802,business,47000,8,pending,14,3,False
32,680000,M,USA,8,mortgage,self-employed,divorced,2709526785365721,business,71000,3,pending,44,38,True
32,761000,M,USA,6,rent,unemployed,single,30418155421553,business,91000,8,pending,19,43,True
32,37000,M,USA,2,rent,unemployed,widowed,3508596645319482,business,11000,8,rejected,41,41,False
32,836000,F,USA,0,rent,self-employed,divorced,4529717402918729,business,82000,6,approved,21,19,False
32,757000,M,USA,9,rent,employed,single,180092418130794,business,19000,4,approved,46,43,True
32,867000,M,USA,10,mortgage,employed,widowed,4009904123472694,personal,66000,6,rejected,19,23,False
32,231000,F,USA,1,mortgage,employed,married,3567151989898986,personal,81000,9,approved,42,39,True
32,627000,F,USA,5,own,unemployed,married,6564330973167279,personal,12000,6,pending,23,34,True
32,280000,F,USA,3,own,employed,divorced,4365507707078015,business,97000,3,rejected,46,26,False
32,981000,F,USA,1,mortgage,self-employed,single,3509954363860832,business,12000,6,approved,34,45,True
32,835000,F,USA,9,rent,employed,widowed,3569412815224088,business,33000,3,approved,7,8,True
32,442000,M,USA,9,rent,self-employed,married,180072460091250,personal,93000,8,rejected,16,30,True
32,861000,F,USA,1,rent,employed,divorced,4693860756755630021,business,72000,9,rejected,28,32,False
32,86000,M,USA,1,own,self-employed,widowed,3593738366702738,business,53000,1,approved,46,41,False
32,687000,M,USA,8,mortgage,employed,married,4256771780468319,business,16000,4,rejected,2,28,False
32,220000,M,USA,5,mortgage,unemployed,married,503847868604,personal,52000,10,rejected,3,34,True
32,132000,M,USA,1,mortgage,self-employed,divorced,3588374304081238,personal,26000,3,rejected,49,15,True
32,614000,F,USA,8,mortgage,employed,divorced,566628366429,business,42000,5,rejected,19,32,True
32,774000,M,USA,7,rent,employed,married,4344452478844701549,personal,23000,3,pending,27,50,False
32,732000,M,USA,7,own,self-employed,divorced,2686336615849580,business,84000,8,rejected,10,16,True
32,644000,F,USA,5,own,self-employed,single,4440577000585,business,60000,6,rejected,24,14,False
32,912000,M,USA,6,own,self-employed,married,3551261867053782,personal,68000,8,pending,15,9,False
32,51000,F,USA,2,own,employed,married,4300627109572,business,5000,7,approved,46,35,False
32,449000,F,USA,3,rent,self-employed,married,4270464542970881285,personal,6000,1,pending,32,16,False
32,349000,F,USA,8,rent,self-employed,married,344572190017866,personal,53000,4,approved,32,20,True
32,81000,F,USA,1,mortgage,unemployed,married,6571425185359374,business,25000,2,rejected,24,7,False
32,982000,M,USA,7,rent,self-employed,married,377607188353525,business,25000,4,approved,30,49,False
32,876000,F,USA,2,rent,unemployed,married,4321092035368075496,business,48000,6,approved,19,33,False
32,134000,F,USA,7,rent,employed,divorced,4620482130109970,personal,32000,1,rejected,42,29,False
32,841000,M,USA,0,mortgage,unemployed,widowed,4086584932294277,business,26000,2,pending,45,48,True
32,226000,M,USA,9,own,self-employed,widowed,6523507901266840,personal,31000,7,pending,24,31,False
32,552000,M,USA,5,mortgage,unemployed,widowed,3514942705434583,business,41000,7,approved,9,21,False
32,346000,F,USA,9,own,self-employed,single,4757276879391277,personal,20000,5,pending,45,7,True
32,152000,M,USA,7,mortgage,self-employed,widowed,4638642959716480011,personal,68000,3,rejected,39,34,True
32,518000,F,USA,2,mortgage,unemployed,single,4767150827086941,business,96000,4,rejected,38,48,True
32,379000,M,USA,4,own,unemployed,widowed,675987917266,business,86000,10,approved,18,28,True
32,461000,M,USA,9,own,self-employed,single,180029281084336,business,7000,8,approved,22,50,False
32,282000,M,USA,0,mortgage,self-employed,widowed,2718078397197489,personal,79000,7,rejected,42,25,True
32,931000,M,USA,6,mortgage,employed,widowed,3585842995617315,business,79000,10,rejected,19,22,False
32,855000,F,USA,10,own,unemployed,widowed,630445503216,business,2000,1,approved,35,36,False
32,479000,M,USA,1,rent,employed,widowed,5173686324010962,business,57000,9,pending,1,4,False
32,716000,F,USA,0,rent,unemployed,divorced,3598813648922100,personal,72000,3,pending,46,15,False
32,244000,F,USA,0,rent,self-employed,divorced,379700294000664,personal,51000,6,approved,25,43,True
32,959000,F,USA,8,mortgage,self-employed,married,3594252706472613,personal,76000,2,approved,14,36,True
32,170000,F,USA,6,rent,unemployed,divorced,4690447082078,business,79000,7,rejected,50,42,True
32,378000,F,USA,9,own,employed,widowed,6517862461643104,personal,52000,8,rejected,45,22,True
32,727000,F,USA,4,mortgage,self-employed,married,501840960444,personal,59000,2,rejected,41,43,False
32,874000,M,USA,4,rent,employed,widowed,30178837089638,business,29000,7,pending,38,10,True
32,187000,F,USA,4,rent,self-employed,divorced,3527183242915207,personal,11000,2,approved,27,9,True
32,906000,F,USA,10,mortgage,employed,widowed,3537592994338756,business,9000,6,rejected,25,14,True
32,445000,F,USA,3,rent,self-employed,married,3515068133563097,business,6000,4,approved,38,47,False
32,805000,M,USA,6,own,employed,divorced,4906441537139670,personal,67000,2,pending,1,16,True
32,906000,M,USA,4,rent,self-employed,divorced,4176060076043,business,73000,5,approved,1,45,True
32,666000,F,USA,2,own,employed,divorced,376939581293896,personal,38000,1,approved,46,37,False
32,781000,M,USA,1,rent,unemployed,single,2282376093596368,personal,28000,7,rejected,5,24,True
32,177000,M,USA,4,own,employed,widowed,4825692735192501,business,21000,1,pending,44,19,False
32,39000,M,USA,9,own,employed,married,676254983627,business,83000,4,approved,11,11,False
32,944000,M,USA,4,own,unemployed,married,4185616758189965,business,97000,9,approved,16,49,True
32,656000,M,USA,4,mortgage,employed,widowed,4309250164887,personal,65000,4,approved,28,21,False
32,372000,F,USA,9,own,employed,divorced,3538661014809440,personal,35000,3,rejected,37,19,False
32,356000,F,USA,10,rent,employed,married,4499959824243452,business,49000,5,rejected,36,36,False
32,64000,F,USA,3,own,employed,divorced,503842544648,business,66000,1,approved,19,2,False
32,641000,F,USA,9,rent,unemployed,married,3518827133879564,business,79000,9,pending,26,2,False
32,323000,M,USA,1,own,employed,single,4975592762301298,business,67000,9,rejected,37,8,True
32,715000,F,USA,2,mortgage,self-employed,married,4679369620649717433,business,45000,3,rejected,28,32,True
32,223000,F,USA,10,rent,self-employed,single,3552343040821860,personal,45000,10,approved,24,20,False
32,794000,M,USA,2,rent,employed,single,4292687020214258409,business,25000,2,rejected,22,28,True
32,753000,F,USA,2,mortgage,employed,single,30407768722176,business,51000,8,approved,15,21,True
32,601000,M,USA,0,own,employed,married,4276195111812,business,4000,6,rejected,44,16,False
32,837000,F,USA,1,mortgage,self-employed,single,6545406431617958,personal,3000,5,pending,46,28,True
32,475000,M,USA,9,mortgage,unemployed,divorced,342314943959942,personal,8000,5,pending,15,17,True
32,765000,M,USA,9,own,self-employed,widowed,30174599708838,personal,20000,8,pending,29,47,True
32,115000,F,USA,6,rent,unemployed,single,6582695985133883,business,50000,3,pending,36,5,False
32,952000,F,USA,0,own,unemployed,single,4198255883918,business,19000,7,approved,40,20,False
32,11000,F,USA,0,own,self-employed,divorced,349913298018593,business,89000,6,rejected,22,4,False
32,639000,M,USA,5,rent,self-employed,single,38954384861948,personal,72000,7,rejected,17,39,False
