age,salary,gender,country,num_dependents,home_ownership,employment,marital_status,credit_card,loan_intent,loan_amt,loan_int_rate,loan_status,loan_percent_income,person_cred_hist_length,person_default_on_file
20,703000,M,USA,5,mortgage,employed,divorced,4324939715744488,business,42000,8,rejected,3,19,False
20,707000,M,USA,10,own,employed,single,4196961402002272,personal,4000,6,approved,8,18,True
20,936000,F,USA,2,own,employed,single,180017788283899,personal,7000,8,pending,47,28,False
20,728000,F,USA,2,own,employed,divorced,376001009038591,personal,64000,4,approved,47,6,False
20,425000,F,USA,9,mortgage,employed,single,30498481030286,personal,61000,6,pending,7,7,False
20,792000,M,USA,10,own,employed,married,2540970302116113,business,53000,8,pending,26,5,False
20,488000,F,USA,5,rent,employed,married,180009449878340,personal,64000,1,rejected,35,31,True
20,349000,M,USA,0,rent,employed,single,213146570149926,business,33000,8,approved,14,7,True
21,760000,F,USA,9,rent,employed,married,342151665690481,business,85000,10,pending,42,41,True
21,200000,F,USA,0,own,employed,single,3537140700948458,personal,88000,2,rejected,24,37,True
21,980000,F,USA,4,own,employed,married,4161122668380701,business,69000,9,pending,40,20,True
21,660000,M,USA,0,mortgage,employed,married,30203388620985,personal,21000,8,rejected,26,40,True
21,343000,F,USA,8,rent,employed,single,4117517398920720218,personal,87000,5,rejected,35,18,False
21,650000,M,USA,1,own,employed,divorced,4364498463293955741,personal,75000,4,approved,8,16,True
21,993000,F,USA,5,rent,employed,divorced,2516937687223210,business,95000,10,approved,22,3,True
21,62000,F,USA,10,own,employed,married,180089101263569,business,48000,10,pending,8,38,True
21,125000,F,USA,10,own,employed,divorced,4176318975780,personal,36000,10,pending,38,44,False
21,725000,M,USA,5,mortgage,employed,widowed,4057001316016502,personal,85000,7,approved,36,32,True
21,978000,F,USA,5,mortgage,employed,widowed,6011819104904104,personal,96000,2,pending,19,29,False
21,721000,F,USA,5,mortgage,employed,single,4462028970760,personal,69000,9,rejected,35,19,False
21,82000,M,USA,6,mortgage,employed,widowed,4848024078782,personal,100000,3,approved,23,12,False
21,462000,F,USA,10,rent,employed,divorced,4833826008868971,personal,77000,4,rejected,16,25,False
21,493000,F,USA,10,mortgage,employed,divorced,3502793318997894,personal,57000,8,approved,16,36,True
21,630000,F,USA,4,rent,employed,single,4126407214854240,business,98000,10,pending,34,47,False
21,575000,M,USA,2,mortgage,employed,married,180086646716499,business,87000,4,pending,43,18,False
21,88000,M,USA,10,rent,employed,married,6011701065609007,business,87000,10,rejected,13,25,True
21,646000,M,USA,6,rent,employed,single,30155725257840,personal,16000,7,rejected,49,9,False
21,23000,M,USA,3,rent,employed,divorced,2272306980051971,personal,87000,7,approved,18,16,False
21,108000,M,USA,3,rent,employed,divorced,5432719020720100,business,18000,4,rejected,27,43,True
21,131000,M,USA,10,mortgage,employed,widowed,4383839378560585,business,89000,3,rejected,1,16,False
21,828000,F,USA,1,rent,employed,single,213100547201575,personal,36000,4,rejected,4,19,True
21,636000,M,USA,2,own,employed,single,4725014653910515699,personal,52000,10,approved,22,6,True
21,630000,M,USA,5,rent,employed,single,4565793068867846798,business,28000,3,rejected,17,41,True
21,949000,F,USA,5,mortgage,employed,married,3578834705152849,business,12000,3,approved,21,33,True
21,213000,M,USA,5,mortgage,employed,widowed,4264479648168081293,business,83000,8,pending,5,34,False
21,171000,M,USA,10,rent,employed,widowed,180026219938351,business,66000,3,pending,35,39,True
21,593000,F,USA,5,rent,employed,married,2621445991393382,business,26000,10,pending,6,1,False
21,772000,M,USA,4,rent,employed,married,3591871932455960,business,72000,5,approved,24,19,True
21,484000,F,USA,2,mortgage,employed,divorced,6575608237142171,personal,7000,5,rejected,4,18,False
21,130000,F,USA,1,own,employed,married,3586515476215200,personal,38000,3,pending,33,25,True
21,570000,M,USA,4,rent,employed,widowed,630406521405,business,68000,8,rejected,34,36,True
21,399000,M,USA,2,rent,employed,divorced,6578240339799448,business,60000,6,approved,14,16,False
21,722000,F,USA,7,mortgage,employed,widowed,4192426530729166,personal,58000,2,approved,37,44,True
21,876000,F,USA,1,mortgage,employed,married,344862307114601,business,8000,4,pending,37,16,False
21,880000,F,USA,4,mortgage,employed,widowed,2227231081216024,business,79000,4,approved,45,28,False
21,996000,M,USA,1,mortgage,employed,married,38804705577709,business,78000,5,rejected,35,38,False
21,205000,F,USA,0,own,employed,married,213172911680429,personal,38000,6,pending,15,9,False
21,245000,M,USA,4,rent,employed,married,676372882610,business,86000,2,rejected,5,15,True
21,519000,M,USA,3,mortgage,employed,single,639039944926,personal,51000,1,approved,43,23,False
21,342000,F,USA,3,mortgage,employed,divorced,4788990878546177,business,8000,3,pending,50,30,True
21,72000,F,USA,8,mortgage,employed,single,4391288854861,personal,62000,10,approved,18,29,False
21,620000,M,USA,8,own,employed,widowed,2613076907195734,personal,11000,2,pending,2,40,True
21,334000,M,USA,8,rent,employed,married,3551577774498012,business,79000,4,approved,24,27,True
21,211000,M,USA,10,own,employed,married,30216236132649,personal,90000,4,rejected,1,25,False
21,942000,M,USA,9,own,employed,divorced,3521116592574998,business,66000,1,pending,10,30,True
21,950000,F,USA,0,rent,employed,married,180000116979123,business,75000,3,rejected,25,4,True
21,851000,M,USA,2,mortgage,employed,married,4586910213364221,personal,46000,6,rejected,34,16,False
21,92000,M,USA,4,rent,employed,married,5212842310076284,personal,37000,8,rejected,31,25,True
21,353000,F,USA,4,own,employed,divorced,4236010355966976,personal,41000,7,approved,3,6,True
21,638000,F,USA,4,own,employed,single,4837086310467659,personal,30000,4,approved,14,31,True
21,236000,M,USA,0,own,employed,single,4187398229758,personal,65000,9,pending,49,16,False
21,797000,F,USA,3,own,employed,single,4898082142289565,business,97000,3,pending,12,40,True
21,474000,M,USA,5,rent,employed,married,4674187522248550,personal,7000,1,pending,15,31,False
21,773000,M,USA,3,rent,employed,divorced,3598389048586225,business,6000,6,rejected,36,27,False
21,72000,M,USA,1,mortgage,employed,single,4322339258065817,business,98000,8,pending,26,18,False
21,700000,F,USA,4,own,employed,married,38484682099090,business,43000,5,pending,36,1,True
21,618000,M,USA,10,own,employed,widowed,3519982328867301,personal,6000,10,pending,2,13,True
21,457000,F,USA,3,mortgage,employed,widowed,4287102546836503,personal,44000,9,rejected,26,47,False
21,755000,F,USA,6,rent,employed,widowed,375966627857823,personal,22000,1,pending,1,1,False
21,518000,F,USA,6,rent,employed,single,3519297882069198,personal,29000,8,pending,8,23,False
21,658000,F,USA,10,rent,employed,married,213120250006011,business,73000,10,approved,48,8,False
21,577000,F,USA,4,own,employed,single,349616699482892,personal,84000,1,approved,42,22,True
21,658000,F,USA,3,rent,employed,married,4888344587306623,business,94000,8,pending,34,37,True
21,343000,M,USA,3,rent,employed,widowed,4722080377216,business,41000,4,pending,36,32,False
21,246000,F,USA,6,mortgage,employed,married,4846103743649,business,75000,9,rejected,23,34,True
21,308000,M,USA,1,mortgage,employed,widowed,213188260471004,personal,62000,3,pending,23,3,False
21,653000,F,USA,0,own,employed,widowed,30296428216053,personal,78000,3,pending,18,14,False
21,783000,F,USA,10,own,employed,married,4031314291973,personal,21000,10,approved,26,28,False
21,949000,M,USA,6,mortgage,employed,divorced,4319009730637534960,business,40000,4,rejected,40,22,True
21,152000,F,USA,4,mortgage,employed,single,4350647891469060152,personal,92000,2,approved,48,15,True
21,915000,M,USA,7,own,employed,widowed,4999519435033263691,personal,76000,9,pending,37,5,True
21,552000,M,USA,3,own,employed,widowed,3563634467435714,personal,13000,2,approved,36,5,False
21,417000,F,USA,1,own,employed,divorced,4772752288432556,business,81000,7,pending,12,26,False
22,406000,M,USA,4,own,employed,divorced,4522332148319138,personal,64000,10,approved,44,44,True
22,622000,F,USA,7,own,employed,widowed,30084316622016,business,54000,3,pending,46,23,False
22,345000,M,USA,3,mortgage,employed,married,3568727709279703,business,13000,5,pending,1,43,True
22,282000,F,USA,7,own,employed,widowed,4411753224167253,personal,87000,6,approved,20,31,False
22,687000,M,USA,6,own,employed,widowed,3565469032623322,business,98000,10,approved,49,33,True
22,999000,M,USA,8,own,employed,single,4333666449351,business,23000,6,rejected,12,30,False
22,128000,F,USA,9,rent,employed,single,060418137216,business,3000,4,approved,42,18,False
22,742000,F,USA,6,rent,employed,married,213171309889477,business,99000,6,approved,39,16,True
22,339000,M,USA,10,mortgage,employed,divorced,4620242949037865,personal,65000,1,approved,46,47,False
22,960000,F,USA,2,mortgage,employed,married,6519124489433671,business,30000,6,rejected,24,18,False
22,981000,M,USA,9,rent,employed,married,4838273232961951728,personal,93000,4,pending,29,50,True
22,678000,M,USA,9,rent,employed,widowed,378067268257683,business,61000,1,pending,33,35,True
22,63000,F,USA,2,mortgage,employed,divorced,4138612881886942660,business,30000,9,pending,24,41,True
22,466000,M,USA,9,rent,employed,married,2277366014610403,personal,17000,4,approved,9,16,True
22,981000,F,USA,9,own,employed,widowed,4106734244288972,personal,42000,10,approved,50,3,False
22,206000,F,USA,1,own,employed,single,6011348887021431,business,13000,3,rejected,3,36,True
22,81000,M,USA,9,rent,employed,widowed,6554958054043662,personal,86000,7,pending,2,39,False
22,988000,M,USA,6,rent,employed,divorced,379653388104175,business,83000,8,pending,25,18,True
22,945000,F,USA,10,own,employed,married,30189352313543,personal,89000,10,approved,31,7,True
22,663000,M,USA,8,rent,employed,single,3558531562778849,business,21000,5,approved,40,16,False
22,141000,M,USA,9,rent,employed,single,371246384688792,business,82000,1,approved,45,19,True
22,649000,M,USA,6,rent,employed,married,3575958959591023,personal,32000,2,approved,30,6,True
22,53000,M,USA,3,rent,employed,married,4521303651260374,personal,65000,9,pending,31,21,False
